profile,n,k,r,block_width,batch_size,lut_table_bytes,cache_level_fit,cache_level_ordinal,table_lookups_per_codeword,theoretical_ops,counter_mode,perf_available,perf_event_paranoid,typeperf_available,counter_events,l1_misses_per_bit,l2_misses_per_bit,llc_misses_per_bit,cycles_per_bit,notes,l1d_bytes,l2_bytes,l3_bytes
bch_1023_993_r30,1023,993,30,21,1000,411041792,DRAM,4,49,2499,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,21,100000,411041792,DRAM,4,49,2499,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,22,100,788529152,DRAM,4,47,2444,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,22,1000,788529152,DRAM,4,47,2444,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,22,100000,788529152,DRAM,4,47,2444,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,23,100,1509949440,DRAM,4,45,2385,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,23,1000,1509949440,DRAM,4,45,2385,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,23,100000,1509949440,DRAM,4,45,2385,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,24,100,2885681152,DRAM,4,43,2322,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,24,1000,2885681152,DRAM,4,43,2322,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
bch_1023_993_r30,1023,993,30,24,100000,2885681152,DRAM,4,43,2322,cache_fit_fallback,no,not_found,yes,,,,,,hardware cache-miss counters unavailable; using cache-fit boundary fallback,32768,1048576,16777216
